nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
WL3610AE,"[""VAN""]","PHOTOCOPYING MACHINES, ENGINEERING - LEASE","Machines à photocopier, ingénierie - location à bail","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WL3610AF,"[""VAN""]","PHOTOCOPYING MACHINES, LASER, INTELLIGENT COPIER - LEASE","Machines à photocopier, duplicateur intelligent au laser - location à bail","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WL3610B,"[""VAN""]","PHOTOCOPYING MACHINES, FULL COLOUR - LEASE","Machines à photocopier, tout en couleur - location à bail","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WL3610C,"[""VAN""]","Digital Photocopiers, Printers and Multifunctional Devices (MFDs) - Lease","Photocopieurs numériques, imprimantes et appareils multifonctionnels (AMF) - Location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WL7025AJ,"[""VAN""]","PRINTERS, PAGE, LASER - LEASE","Imprimantes page par page à laser - location à bail","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR3610,"[""VAN""]","PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT - RENTAL","Équipement d'impression, de duplication et de reliure - location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR3610A,"[""VAN""]","COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL","Duplicateur, procédé diazo (imprimante sur blanc) - location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR3610AA,"[""VAN""]","PHOTOCOPYING MACHINES AND ACCESSORIES - RENTAL","Machines et accessoires à photocopie - location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR3610AB,"[""VAN""]","Photocopying Machine, N.E.S. - Rent","Machines à photocopier, location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR3610AC,"[""VAN""]","PHOTOCOPIER CONTROL/AUDIT SYSTEM - RENT","Machine à photocopier, système de commande et contrôle - location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR7025B,"[""VAN""]","PRINTERS, PAGE, OTHER (ION, ELECTROSTATIC, ETC.) - RENT","Imprimantes page par page, autres, ioniques, électrostatiques,  etc. - location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR7035AN,"[""VAN""]","PLOTTERS (STAND ALONE) - RENT","Traceurs autonomes - location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR7830,"[""VAN""]","RECREATIONAL AND GYMNASTIC EQUIPMENT - RENTAL","Équipements de divertissement et de gymnastique - location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
R122C,"[""VAN""]","Managed Print Services","Service de gestion de l'impression - Consultation","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DACQ75-APP75%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DACQ-APP%2Cou%3DPR-RP%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
JX5810,"[""QD""]","Communications Security Equipment and Components - Repair","Équipement de sécurité des télécommunications et composants - réparation","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
JX5811,"[""QD""]","Other Cryptologic Equipment and Components - Repair","Autres équipements cryptographiques et composants - réparation","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N1830999,"[""QD""]","Space Vehicle Remote Control Systems Electrical and Electronic Components and Spares","Systèmes commande à distance des véhicules spatiaux, composants rechanges électriques et électroniques","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805039,"[""QD""]","Telephone Central Offices, Dial, Manufacture to Drawings","Centrales téléphoniques, automatiques, fabrication conforme aux plans","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805050,"[""QD""]","Telephone System, Transportable","Système téléphonique transportable","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805051,"[""QD""]","Telephone Systems, Sound Powered","Systèmes téléphoniques, autogénérateurs","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805060,"[""QD""]","Telephone System, Transportable, Voice/Data Channel Multiplexers, Low Capacity","Système téléphonique transportable, multiplexeurs des voies téléphoniques/de données, faible capacité","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805993,"[""QD""]","Repeater Telegraph Electrical and Electronic Components and Spares","Répéteur télégraphique, composants et rechanges électriques et électroniques","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805998,"[""QD""]","Telephone and Telegraph Tactical, Operational and Special Application Systems, Including Ground and Ship Communication Systems and Systems Installation","Systèmes téléphonique et télégraphique, tactiques, opérationnels et spéciaux, comprenant les systèmes de communication terre/mer et installation des systèmes","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805098,"[""QD""]","Switching Systems, Special Design","Systèmes de commutation, modèle spécial","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805118,"[""QD""]","Terminals, Telephone and Telegraph Equipment, Special Design","Terminaux, équipements téléphonique et télégraphique, modèle spécial","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5805119,"[""QD""]","Terminals, Telephone Telegraph Equipment Miscellaneous","Terminaux, équipements téléphonique et télégraphique, divers","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
N5895010,"[""QD""]","Communication Systems, Radio, Except Armoured Fighting Vehicles and Aircraft","Systèmes de télécommunications, radio, sauf véhicules blindés de combat et aéronefs","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WL5810,"[""QD""]","COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS - LEASING","Équipement de sécurité des télécommunications et composants  -  location à bail","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
WR5810,"[""QD""]","COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS - RENTAL","Équipement de sécurité des télécommunications et composants - location","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
R007A,"[""QD""]","System Engineering Services","Services de génie des systèmes","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DDCD-DCD%2Cou%3DEMTSPD-DASEMST%2Cou%3DLAN-SEC%2Cou%3DADM-SMA%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
K105AB,"[""LM""]","Armoured Car Service","Services de véhicule blindé","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
R103A,"[""LM""]","Courier Service","Service de messagerie","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
V001A,"[""LM""]","Freight and Cargo Services","Services de fret et de cargo","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
V001AA,"[""LM""]","Freight and Cargo Services, Including Marshalling, Packaging, Crating and Storage and Forwarding Services","Services de transport et chargement, incluant triage, conditionnement, emballage et services d'entreposage et d'expédition","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
V002A,"[""LM""]",Rail,Train,"[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
V005A,"[""LM""]","Motor Passengers, Mail and Merchandise Transportation Service","Transport routier de voyageurs, de courrier et de marchandise","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
V200A,"[""LM""]",Air,Avion,"[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DCRSDMTD-DSCDDTM%2Cou%3DTMD-DGT%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:14"
