nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
N5660H,"[""HL""]","Post, Metal Signs, U Channel and Telescopic Type","Poteaux, écriteaux métalliques, canal en U et de type télescopique","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670,"[""HL""]","Building Components, Prefabricated","Produits architecturaux et produits métalliques connexes","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670A,"[""HL""]","Doors, Metal Construction","Portes métalliques","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670AA,"[""HL""]","Doors, ALuminum","Porte, aluminium","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670AB,"[""HL""]","Doors, Metal, Rolling","Porte, métallique, à rouleau","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670AC,"[""HL""]","Doors, Metal, Sliding","Porte, métallique, coulissante","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680,"[""HL""]","Construction Material, Miscellaneous","Matériaux de construction divers","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680A,"[""HL""]","Covers, Manhole (Except Marine and Tank)","Panneau, trou d'homme (sauf marine et char d'assaut)","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680B,"[""HL""]","Steel Bar, Reinforcing","Armature à béton","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680C,"[""HL""]",Gabion,Gabion,"[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680E,"[""HL""]","Flooring Systems","Systèmes de couvre-plancher","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680EB,"[""HL""]","Flooring Systems, Sectional, Non-Slip (Except Metal Grating)","Systèmes de couvre-plancher, antidérapant (sauf le grillage métallique)","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680F,"[""HL""]","Deck Floor, N.E.S.","Pontage, N.E.A.","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680H,"[""HL""]","Weather Stripping, Door, Window","Calfeutrage, porte, fenêtre","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680J,"[""HL""]","Panels, Building, Insulated, Metal","Panneaux isolés, construction, métal","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5680L,"[""HL""]","Texel, Road Surfacing Material (Textile)","Matériaux pour surfaçage de route, texel","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670EE,"[""HL""]","Window, Metal, Security","Fenêtres, métalliques, sécurité","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670EF,"[""HL""]","Window Metal, Storm","Contre-fenêtre, métallique","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670F,"[""HL""]","Skylights, Metal, Plastic Pane","Châssis métalliques, toiture, vitre en plastique","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670GA,"[""HL""]","Stair Tread Grating, Metal","Marche d'escalier, grillage de métal","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670H,"[""HL""]","Troughs, Eaves, Metal","Gouttières, métalliques","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670K,"[""HL""]","Walls, Metal, Folding","Parois métalliques, repliables","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670L,"[""HL""]","Partitions, Metal, Security","Cloisons, métalliques, sécurité","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670N,"[""HL""]","Studs and Trims, Steel, For Drywall","Colombages et encadrements, acier, mur en pierres sèches","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670P,"[""HL""]","Screens, Window, Aluminum","Moustiquaire, aluminium","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N5670S,"[""HL""]","Frames, Door, Metal","Cadres de porte en métal","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830,"[""HL""]","Gases, Compressed and Liquified","Gaz comprimés et liquéfiés","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830A,"[""HL""]","GAS, ACETYLENE","Gaz, acétylène","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830B,"[""HL""]","GAS, ARGON, 6000 PSI","Gaz, argon, 6 000 lb par pouce carré","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830C,"[""HL""]","CARBON DIOXIDE, TECHNICAL (DRY ICE)","Bioxyde de carbone, technique, glace sèche","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830D,"[""HL""]","GAS, CHLORINE","Gaz, chlore","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830D00,"[""HL""]","GAS, PETROLEUM, LIQUIFIED AND BUTANE, CAN/CGSB-3.13-M88 AND COMPRESSED GASES","Gaz de pétrole liquéfié, butane, CAN/ONGC-3.13-M88 et gaz comprimés","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830F,"[""HL""]","GAS, HELIUM","Gaz, hélium","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830G,"[""HL""]","GAS, HYDROGEN","Gaz, hydrogène","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830H,"[""HL""]","GAS, NITROGEN","Gaz, azote","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830J,"[""HL""]","GAS, OXYGEN AVIATORS BREATHING","Gaz, oxygène d'inhalation pour aviateurs","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
N6830K,"[""HL""]","GAS, SULPHUR HEXAFLUORIDE","Gaz, hexafluorure de soufre","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
